Date,sku_id,unit_sold,unit_price,nap,customer_city,customer_type
2024-05-20,BXCM4493,1,627.75,11968-4724,Southampton,
2024-05-20,BXCM3686,1,825.75,02571-1155,Wareham,B2B
2024-05-20,BXCM5032,2,499.05,29928-4022,Hilton Head Island,
2024-05-20,BXCM4006,1,994.05,29466-8168,Mount Pleasant,
2024-05-21,BXCM3765,1,1013.85,29466-7560,Mount Pleasant,
2024-05-21,BXCM1810,2,508.95,J0S 1K0,Ormstown,
2024-05-21,BXCM1656,1,216.9,33418-7197,Palm Beach Gardens,B2B
2024-05-21,BXCL1609,2,380.25,93401-8917,San Luis Obispo,
2024-05-22,BXCM4763,1,0.0,06854,Norwalk,SP
2024-05-22,BXCM4040,1,0.0,06854,Norwalk,SP
2024-05-22,BXCM4752,1,0.0,06854,Norwalk,SP
2024-05-22,BXCM4490,1,405.9,48230,Grosse Pointe Park,
2024-05-22,BXCM4763,1,0.0,21787-1545,Taneytown,SP
2024-05-22,BXCL1641,1,667.35,33156,Miami,
2024-05-23,BXCM4835,2,207.0,29532-8132,darlington,
2024-05-23,BXCM4006,1,1142.55,29650-4032,Greer,
2024-05-23,BXCM4270,1,1291.05,04627-3361,Deer Isle,
2024-05-23,BXCL1786,1,578.25,60610-5074,Chicago,
2024-05-23,BXCM4487,2,449.55,22101-2112,McLean,
2024-05-23,BXCM1652,1,919.8,77055-2204,Houston,B2B
2024-05-24,BXCM4752,1,0.0,98366-8312,Port Orchard,SP
2024-05-24,BXCM4040,1,0.0,98366-8312,Port Orchard,SP
2024-05-24,BXCM4763,1,0.0,98366-8312,Port Orchard,SP
2024-05-24,BXCL1612,8,365.4,32084-8393,St Augustine,
2024-05-24,BXCM4524,2,320.85,06460,Milford,B2B
2024-05-24,BXCM4529,1,271.35,74132,Tulsa,
2024-05-24,BXCM4596,1,330.75,10001-6274,New York,
2024-05-24,BXCM4491,1,944.55,33432,Boca Raton,
2024-05-24,BXCM4596,1,350.55,32413-9601,Panama City Beach,
2024-05-24,BXCM3765,1,895.05,19958-7007,Lewes,
2024-05-25,BXCL1197,1,826.65,99019-4500,Liberty Lake,
2024-05-25,BXCL1202,1,965.25,99019-4500,Liberty Lake,
2024-05-25,BXCL1201,1,767.25,99019-4500,Liberty Lake,
2024-05-25,BXCM1652,1,919.8,08008-5620,Beach Haven,
2024-05-25,BXCM4491,1,944.55,08008-5620,Beach Haven,
2024-05-25,BXCM1653,1,1048.5,92656-5217,Aliso Viejo,
2024-05-25,BXCM4494,1,1093.05,18642-1130,Duryea,
2024-05-25,BXCM4752,1,0.0,34474-9491,Ocala,SP
2024-05-25,BXCM4684,1,0.0,34474-9491,Ocala,SP
2024-05-25,BXCL1641,1,756.45,04421-3316,Castine,B2B
2024-05-26,BXCM3686,1,866.25,98053-5634,REDMOND,
2024-05-26,BXCL1783,1,687.15,68025-7995,Fremont,
2024-05-26,BXCM4492,1,1023.75,78666-4840,San Marcos,
2024-05-26,BXCM4737,1,449.55,23456,Virginia Beach,B2B
2024-05-26,BXCM3765,1,895.05,05091-4793,Woodstock,
2024-05-27,BXCL1172,1,380.25,95682-9170,CAMERON PARK,
2024-05-27,BXCM4482,1,598.05,02837-1438,Little Compton,
2024-05-27,BXCM4472,1,865.35,02837-1438,Little Compton,
2024-05-27,BXCL1727,1,449.55,75218-3537,Dallas,
2024-05-27,BXCL1725,2,241.65,75218-3537,Dallas,
2024-05-27,BXCL1730,1,865.35,75218-3537,Dallas,
2024-05-27,BXCL1786,1,578.25,33301-2718,Ft lauderdale,B2B
2024-05-27,BXCL1408,2,271.35,02539,Edgartown,
2024-05-27,BXCM3765,1,1013.85,02539,Edgartown,
2024-05-27,BXCL1150,1,256.5,90043-4259,Los Angeles,B2B
2024-05-27,BXCM3765,1,1013.85,19002,Lower Gwynedd,
2024-05-27,BXCL1786,1,578.25,76065-3007,Midlothian,
2024-05-27,BXCM2359,1,702.0,33134-6246,Coral Gables,
2024-05-27,BXCM4833,1,855.45,33134-6246,Coral Gables,
2024-05-28,BXCM4492,1,1023.75,22307-1437,Alexandria,
2024-05-28,BXCM1637,1,0.0,06820,Darien,SP
2024-05-28,BXCM4752,1,0.0,06820,Darien,SP
2024-05-28,BXCM4040,1,0.0,06820,Darien,SP
2024-05-28,BXCM4763,1,0.0,06820,Darien,SP
2024-05-28,BXCL1145,1,182.25,21811-1749,Berlin,
2024-05-28,BXCM4489,1,909.9,08406,Ventnor,
2024-05-28,BXCL1641,1,667.35,93428,Cambria,
2024-05-28,BXCM3765,1,716.85,37221-6714,Nashville,
2024-05-28,BXCM1607,1,355.5,85254-7618,Scottsdale,
2024-05-28,BXCL1740,1,875.25,02840-3590,Newport,
2024-05-28,BXCM1653,1,1083.15,78620-3037,Dripping Springs,
2024-05-28,BXCM5059,1,637.65,01886-4544,Westford,
2024-05-28,BXCM3690,1,578.25,94928-5066,Rohnert Park,
2024-05-28,BXCL1201,1,767.25,34221-2872,Palmetto,B2B
2024-05-28,BXCL1202,1,965.25,34221-2872,Palmetto,B2B
2024-05-28,BXCL1197,1,826.65,34221-2872,Palmetto,B2B
2024-05-28,BXCL1786,1,578.25,29407-5502,Charleston,B2B
2024-05-28,BXCM1655,1,1048.5,20636,Hollywood,
2024-05-28,BXCM4830,1,1142.55,28741,Highlands,
2024-05-28,BXCL1175,1,355.5,29045-8254,Elgin,B2B
2024-05-29,BXCM4486,1,433.5,08202-1008,Avalon,
2024-05-29,BXCM4491,4,1049.5,46809-9722,Fort Wayne,B2B
2024-05-29,BXCL1287,1,703.0,48840-8507,Haslett,
2024-05-29,BXCL1641,1,873.5,06426-1546,Essex,B2B
2024-05-29,BXCM1652,1,1022.0,33315-1664,Fort Lauderdale,
2024-05-30,BXCM3765,1,994.5,37212-4810,Nashville,
2024-05-30,BXCM4491,1,1049.5,28741,Highlands,
2024-05-30,BXCM3765,1,994.5,23451,Virginia Beach,
2024-05-30,BXCM3891,1,499.5,06610-1141,Bridgeport,B2B
2024-05-30,BXCL1727,2,499.5,K0K 3L0,Wellington,
2024-05-30,BXCL1725,1,268.5,K0K 3L0,Wellington,
2024-05-31,BXCM1778,1,928.5,36532-5250,Fairhope,
2024-05-31,BXCL1641,1,774.5,19967,Millville,
2024-05-31,BXCM4493,1,697.5,34990-5747,Palm City,
2024-05-31,BXCL1551,1,972.5,33541-4837,Zephyrhills,
2024-05-31,BXCL1563,1,609.5,33541-4837,Zephyrhills,
2024-06-01,BXCM1657,1,422.5,61938-8615,Mattoon,
2024-06-02,BXCM4494,1,1214.5,30512-0865,Blairsville,
2024-06-02,BXCM4487,2,499.5,30512-0865,Blairsville,
2024-06-02,BXCM5146,1,620.5,04015,Casco,
2024-06-02,BXCM4491,1,1049.5,T2N 3T4,Calgary,
2024-06-02,BXCM4592,1,532.0,29206-2870,Columbia,
2024-06-02,BXCM1751,2,290.5,29206-2870,Columbia,
2024-06-03,BXCL1641,1,708.5,07470-5013,Wayne,
2024-06-03,BXCM3690,1,642.5,32207-4307,Jacksonville,B2B
2024-06-03,BXCM1609,1,384.0,11769-1823,Oakdale,
2024-06-04,BXCM4216,1,813.0,28277-2563,Charlotte,
2024-06-04,BXCM4593,1,472.0,89011-3227,Henderson,
2024-06-04,BXCM4487,1,499.5,78657-5669,Horseshoe Bay,
2024-06-04,BXCM4178,2,554.5,01966-1928,Rockport,
2024-06-04,BXCL1772,1,329.0,33558-2813,Lutz,
2024-06-05,BXCM4608,1,813.0,32541-7362,Destin,B2B
2024-06-05,BXCM4521,1,406.0,33919-4687,Fort Myers,B2B
2024-06-05,BXCM4596,1,389.5,33414-1050,Wellington,
2024-06-05,BXCM1652,1,1022.0,21208,Baltimore,
2024-06-05,BXCM3690,1,642.5,21037-4604,Edgewater,
2024-06-05,BXCM1655,1,1165.0,02539,Edgartown,
2024-06-05,BXCM4596,1,389.5,33414-1050,Wellington,
2024-06-06,BXCM3781,1,0.0,10013-3548,New York,SP
2024-06-06,BXCM4738,1,395.0,36420-8863,Andalusia,
2024-06-06,BXCM4743,1,285.0,36420-8863,Andalusia,
2024-06-06,BXCM1655,1,1165.0,06855-1610,Norwalk,B2B
2024-06-06,BXCM4491,1,1049.5,78744-1825,Austin,B2B
2024-06-06,BXCM1751,3,323.5,32224-2234,Jacksonville,
2024-06-06,BXCM5114,1,1259.5,98045-8129,North Bend,
2024-06-06,BXCM4288,1,1071.5,20850-6167,Rockville,B2B
2024-06-07,BXCM3765,1,994.5,97632-9742,Malin,
2024-06-07,BXCM4093,1,764.5,98862,Winthrop,
2024-06-07,BXCM4493,1,697.5,22314,alexandria,
2024-06-07,BXCM3765,1,1126.5,96817-4808,Honolulu,
2024-06-07,BXCM4486,2,433.5,34231,Sarasota,
2024-06-07,BXCM4489,1,1011.0,34231,Sarasota,
2024-06-08,BXCM5155,1,444.5,08202-1938,Avalon,
2024-06-08,BXCM3892,1,400.5,L3V 8K4,Orillia,B2B
2024-06-08,BXCM4486,2,433.5,78639-6129,Kingsland,
2024-06-09,BXCM1617,1,945.0,21601-9276,Easton,B2B
2024-06-09,BXCL1546,2,752.5,48168-4305,Northville,
2024-06-09,BXCL1149,1,246.5,40207,Louisville,
2024-06-09,BXCM5152,2,191.5,37375-2420,Sewanee,
2024-06-10,BXCL1784,1,554.5,04084-5467,Standish,
2024-06-10,BXCM1653,1,1203.5,02879-6807,South Kingstown,
2024-06-11,BXCM3765,1,796.5,10475-1306,Bronx,
2024-06-11,BXCM3765,1,796.5,10475-1306,Bronx,
2024-06-11,BXCL1740,1,972.5,60091-1735,Wilmette,
2024-06-11,BXCM3878,2,642.5,40047,Mt Washington,
2024-06-11,BXCM1650,2,697.5,60097,Wonder Lake,
2024-06-11,BXCM3690,1,642.5,94124-3605,San Francisco,
2024-06-11,BXCM3765,1,994.5,93906-5125,Salinas,
2024-06-11,BXCM5151,1,675.5,95120-1931,San Jose,
2024-06-12,BXCM1616,1,587.5,34293-3807,Venice,
2024-06-12,BXCL1609,2,422.5,15687-1339,Stahlstown,
2024-06-12,BXCM3885,1,254.69,91301-2733,Agoura Hills,
2024-06-12,BXCM3690,1,642.5,07901,Summit,
2024-06-13,BXCM1606,1,395.0,80433-4016,Conifer,
2024-06-13,BXCM3765,1,1126.5,06039-2202,Lakeville,
2024-06-13,BXCM4244,1,444.5,78750,Austin,
2024-06-14,BXCL1705,2,521.5,04015,Casco,
2024-06-14,BXCL1563,1,692.0,62563-9245,Rochester,B2B
2024-06-14,BXCM4536,1,664.5,30022-6274,Alpharetta,B2B
2024-06-14,BXCM1635,1,697.5,26351-7174,Glenville,
2024-06-14,BXCM3690,1,642.5,26351-7174,Glenville,
2024-06-14,BXCM1656,1,241.0,30546-1649,Hiawassee,B2B
2024-06-14,BXCM4486,1,433.5,30546-1649,Hiawassee,B2B
2024-06-14,BXCM4491,1,1049.5,30546-1649,Hiawassee,B2B
2024-06-15,BXCM1653,1,1203.5,34201-2234,University Park,
2024-06-15,BXCM4063,1,395.0,28461-8058,Southport,
2024-06-15,BXCM3906,1,769.0,28461-8058,Southport,
2024-06-15,BXCL1150,1,285.0,34997-5628,Stuart,
2024-06-15,BXCM1639,1,554.5,34431-3943,Dunnellon,
2024-06-15,BXCM1640,2,285.0,34431-3943,Dunnellon,
2024-06-15,BXCM1783,1,367.5,28209-1729,Charlotte,
2024-06-15,BXCM2358,1,229.0,91101-4035,Pasadena,
2024-06-16,BXCM4608,2,895.5,83001,Jackson,B2B
2024-06-16,BXCM3765,2,796.5,48875-9663,Portland,
2024-06-16,BXCM4493,2,697.5,27609-6435,Raleigh,
2024-06-16,BXCM2359,2,587.5,49670-9649,Northport,
2024-06-16,BXCM3797,1,1192.5,49670-9649,Northport,
2024-06-16,BXCM4292,1,2446.5,81620,Avon,B2B
2024-06-17,BXCM3765,1,994.5,78703-4613,Austin,
2024-06-17,BXCM3890,1,379.0,31904-1107,Columbus,B2B
2024-06-17,BXCM4491,1,1049.5,28270,Charlotte,
2024-06-17,BXCM4486,1,433.5,28270,Charlotte,
2024-06-17,BXCM1653,1,1165.0,78358,Fulton,B2B
2024-06-18,BXCM3797,1,1016.5,33974,Lehigh Acres,
2024-06-18,BXCL1149,2,246.5,33974,Lehigh Acres,
2024-06-18,BXCM3765,1,994.5,43537-3554,Maumee,
2024-06-18,BXCM4523,1,367.5,84036,Kamas,
2024-06-18,BXCL1609,1,422.5,84036,Kamas,
2024-06-18,BXCL1152,1,477.5,93460-9641,Santa Ynez,
2024-06-18,BXCM4493,1,697.5,73120-1918,Oklahoma City,B2B
2024-06-18,BXCM4736,1,296.0,60558-1111,Western Springs,
2024-06-19,BXCM4491,1,1049.5,34219-2896,Parrish,
2024-06-19,BXCL1785,2,356.5,61938-8615,Mattoon,
2024-06-19,BXCM1653,1,1203.5,10591-1031,Sleepy Hollow,B2B
2024-06-19,BXCM1655,1,769.0,94904-1523,Kentfield,B2B
2024-06-19,BXCL1785,1,356.5,94904-1523,Kentfield,B2B
2024-06-20,BXCM4528,1,202.5,97232-3302,portland,
2024-06-20,BXCM4486,2,433.5,11968-4912,Southampton,B2B
2024-06-20,BXCM4492,1,1137.5,11968-4912,Southampton,B2B
2024-06-20,BXCM4491,1,1049.5,11968-4912,Southampton,B2B
2024-06-20,BXCL1616,2,290.5,94965-1828,Sausalito,
2024-06-20,BXCM3797,1,1016.5,54601-8282,La Crosse,B2B
2024-06-20,BXCM2359,1,615.0,54601-8282,La Crosse,B2B
2024-06-20,BXCM1650,1,697.5,27407-7201,Greensboro,
2024-06-20,BXCM1016,1,466.5,66209-1506,Overland Park,B2B
2024-06-20,BXCM4486,2,433.5,61611-2162,East Peoria,
2024-06-21,BXCM4244,1,494.0,85213-1963,Mesa,
2024-06-21,BXCM3765,1,994.5,32962-6943,Vero Beach,
2024-06-21,BXCM4486,2,433.5,02632,Centerville,
2024-06-21,BXCL1160,1,323.5,55432-4314,Minneapolis,
2024-06-21,BXCM4487,1,499.5,02554-3105,Nantucket,B2B
2024-06-21,BXCM1651,1,1110.0,03894,Wolfeboro,
2024-06-21,BXCM1655,1,945.0,03894,Wolfeboro,
2024-06-21,BXCM1657,2,422.5,03894,Wolfeboro,
2024-06-21,BXCM4608,1,813.0,19930,Bethany Beach,
2024-06-21,BXCM1778,1,1148.5,49684-7940,Traverse City,B2B
2024-06-22,BXCM4536,1,664.5,74012-3976,Broken Arrow,B2B
2024-06-22,BXCM4493,1,697.5,08742-5011,Bay Head,
2024-06-23,BXCM1652,1,1022.0,33315-1664,Fort Lauderdale,
2024-06-23,BXCL1784,1,554.5,10036-6342,New York,
2024-06-23,BXCL1785,1,356.5,10036-6342,New York,
2024-06-24,BXCL1508,1,499.5,03444,Dublin,
2024-06-24,BXCM1652,1,1022.0,77494-2085,Katy,
2024-06-24,BXCM1655,1,1165.0,32256-7474,Jacksonville,B2B
2024-06-24,BXCM1783,1,367.5,06820,Darien,
2024-06-25,BXCL1891,1,1214.5,84339-6717,Wellsville,
2024-06-25,BXCM1607,1,395.0,02540-4111,Falmouth,
2024-06-25,BXCM1607,1,395.0,02540-4111,Falmouth,
2024-06-25,BXCM4244,1,494.0,31522-2424,St Simons Island,B2B
2024-06-26,BXCM4493,1,697.5,77057-3516,Houston,
2024-06-26,BXCM4491,1,1049.5,11958-1750,Peconic,
2024-06-26,BXCL1175,1,428.0,11787-1923,Smithtown,
2024-06-26,BXCM5157,1,1104.5,60302-1561,Oak Park,B2B
2024-06-26,BXCM1782,1,279.5,49456,Spring Lake,
2024-06-26,BXCM4994,1,406.0,02739-1661,Mattapoisett,
2024-06-27,BXCM4592,1,532.0,25309-1721,South Charleston,
2024-06-27,BXCM1751,2,290.5,25309-1721,South Charleston,
2024-06-27,BXCM2358,1,229.0,07702-4136,Shrewsbury,
2024-06-27,BXCM3765,1,994.5,70808-8825,Baton Rouge,
2024-06-27,BXCL1641,1,730.5,11743-9700,Lloyd Harbor,
2024-06-27,BXCL1551,1,928.5,11743-9700,Lloyd Harbor,
2024-06-27,BXCL1563,2,637.0,11743-9700,Lloyd Harbor,
2024-06-27,BXCL1685,2,208.0,T2W 4T6,Calgary,
2024-06-27,BXCM1783,1,367.5,90024-3108,Los Angeles,
2024-06-27,BXCL1408,2,301.5,34208-1735,Bradenton,B2B
2024-06-27,BXCM4528,2,202.5,27516-4607,Chapel Hill,
2024-06-27,BXCM1783,1,367.5,23434-8448,Suffolk,B2B
2024-06-27,BXCM1656,1,241.0,36853-5219,Dadeville,B2B
2024-06-28,BXCM4491,1,1049.5,78336-6708,City-by-the Sea,
2024-06-28,BXCM4489,1,1011.0,78336-6708,City-by-the Sea,
2024-06-28,BXCM4486,2,433.5,78336-6708,City-by-the Sea,
2024-06-28,BXCL1656,1,978.0,21921-4949,ELKTON,
2024-06-28,BXCM4491,1,944.55,77554-7710,Galveston,B2B
2024-06-28,BXCM4491,1,944.55,32233-5746,Atlantic Beach,B2B
2024-06-28,BXCM1637,1,0.0,03809-6031,ALTON,SP
2024-06-28,BXCM3958,1,355.5,07649-1237,Oradell,
2024-06-28,BXCM4592,1,478.8,30067-4911,Marietta,
2024-06-28,BXCL1772,2,320.85,30067-4911,Marietta,
2024-06-29,BXCM4608,1,731.7,11703-1905,North Babylon,
2024-06-29,BXCM3765,1,895.05,53208,Milwaukee,
2024-06-29,BXCM3686,1,825.75,33426-8295,Boynton Beach,
2024-06-29,BXCL1175,1,330.75,32967-7348,Vero Beach,B2B
2024-06-29,BXCM3777,1,409.95,36695-3710,Mobile,
2024-06-29,BXCL1556,2,1053.45,80504-1334,Longmont,
2024-06-29,BXCM4982,1,2395.8,60202,Evanston,
2024-06-29,BXCM3690,1,528.75,06851-4022,Norwalk,B2B
2024-06-29,BXCL1556,1,1053.45,98031-3113,Kent,
2024-06-29,BXCL1562,1,390.15,98031-3113,Kent,
2024-06-30,BXCM3934,1,855.45,63021-5800,Ballwin,
2024-06-30,BXCL1408,1,271.35,32226-4471,Jacksonville,
2024-07-01,BXCM1817,2,588.15,98239,Coupeville,
2024-07-01,BXCL1149,1,221.85,19939-3517,Dagsboro,
2024-07-01,BXCM4491,1,944.55,30004-3373,Alpharetta,B2B
2024-07-01,BXCM1634,4,276.3,32034-1969,Fernandina Beach,
2024-07-01,BXCM1657,2,400.05,92651,Laguna Beach,
2024-07-01,BXCM4521,1,409.95,27597-8208,Zebulon,
2024-07-02,BXCM3912,1,2162.25,32757-7152,Mount Dora,
2024-07-02,BXCM1656,1,216.9,02840-3590,Newport,
2024-07-02,BXCM1782,1,251.55,34223-4217,Englewood,
2024-07-02,BXCM1783,1,330.75,34223-4217,Englewood,
2024-07-02,BXCM3765,1,1013.85,84790-2774,St George,B2B
2024-07-02,BXCM3765,1,1013.85,V1K 1N7,Merritt,
2024-07-02,BXCM1652,1,919.8,07821-2117,Andover,B2B
2024-07-02,BXCL1786,1,578.25,75205-2927,Dallas,
2024-07-03,BXCM1016,1,419.85,08008-5968,Harvey Cedars,B2B
2024-07-03,BXCM2363,1,179.0,10012-2983,New York,
2024-07-03,BXCM1783,1,330.75,34292-4180,Venice,
2024-07-03,BXCM4737,1,355.5,33139-4141,Miami Beach,
2024-07-03,BXCM1607,1,355.5,08036-2761,Hainesport,
2024-07-03,BXCM1819,1,499.05,32413,Panama City Beach,
2024-07-03,BXCM2356,1,179.0,19904-2914,DOVER,
2024-07-03,BXCM3649,1,0.0,48176-9297,Saline,SP
2024-07-03,BXCM5157,1,1033.0,83340,Ketchum,B2B
2024-07-04,BXCM1751,3,281.25,75033-1355,Frisco,
2024-07-04,BXCM4593,1,489.15,75033-1355,Frisco,
2024-07-04,BXCM1784,1,380.25,07960,Morristown,
2024-07-04,BXCM2363,1,179.0,28405-8369,WILMINGTON,
2024-07-04,BXCM1665,8,236.7,02575-5507,West Tisbury,
2024-07-04,BXCM1666,2,256.5,02575-5507,West Tisbury,
2024-07-04,BXCM4525,1,271.35,70775,Saint Francisville,
2024-07-04,BXCL1784,1,499.05,29412-8336,Charleston,
2024-07-04,BXCM1616,1,528.75,46224-3333,Speedway,
2024-07-05,BXCL1641,1,687.15,37212-4810,Nashville,
2024-07-05,BXCM5157,1,939.0,84049-6221,Midway,
2024-07-05,BXCL1593,1,796.05,54891-5865,Washburn,
2024-07-05,BXCM1679,1,563.4,27613-6582,Raleigh,B2B
2024-07-05,BXCM3765,1,895.05,29455-4116,Johns Island,
2024-07-05,BXCL1408,2,271.35,29455-4116,Johns Island,
2024-07-05,BXCM5157,1,1033.0,36619-9058,Mobile,
2024-07-05,BXCL1783,1,687.15,61938-8615,Mattoon,
2024-07-05,BXCM4487,2,449.55,06853-1033,Norwalk,
2024-07-05,BXCM4494,1,1093.05,06853-1033,Norwalk,
2024-07-05,BXCM4595,1,499.05,37919-6672,Knoxville,
2024-07-05,BXCM1751,2,291.15,32224-2234,Jacksonville,
2024-07-05,BXCM3765,2,716.85,62650-6553,Jacksonville,
2024-07-05,BXCM3784,1,235.47,22901-8924,Charlottesville,
2024-07-05,BXCL1609,1,380.25,33480-4270,Palm Beach,
2024-07-06,BXCM5157,1,1033.0,29605-3142,Greenville,
2024-07-06,BXCL1150,1,256.5,90803-2771,Long Beach,
2024-07-06,BXCL1784,1,499.05,53190,Whitewater,
2024-07-06,BXCM3686,1,866.25,98053-5634,REDMOND,
2024-07-06,BXCM4522,1,424.8,77056-2022,Houston,B2B
2024-07-06,BXCL1175,1,385.2,07760-1301,Rumson,
2024-07-06,BXCM3690,1,578.25,01950,Newburyport,
2024-07-07,BXCL1513,4,538.65,38583-5912,SPARTA,
2024-07-07,BXCM1607,1,355.5,91602-1203,West Toluca Lake,
2024-07-07,BXCM1653,1,1048.5,92656-5217,Aliso Viejo,
2024-07-07,BXCL1175,1,355.5,50263,Waukee,
2024-07-07,BXCL1149,1,221.85,37922-6396,Knoxville,
2024-07-08,BXCL1144,1,301.05,53575,Oregon,
2024-07-08,BXCM4529,1,256.5,77590-3746,Texas City,
2024-07-08,BXCM5157,1,939.0,29657-9146,Liberty,
2024-07-08,BXCM5023,1,1271.25,97304-3422,Salem,
2024-07-08,BXCM4521,1,409.95,28428-5817,Carolina Beach,B2B
2024-07-08,BXCM1639,1,499.05,91602-3005,North Hollywood,
2024-07-08,BXCM5061,1,1368.5,37172-6032,Springfield,B2B
2024-07-08,BXCM3765,1,994.5,02564,Siasconset,
2024-07-08,BXCL1408,2,301.5,02564,Siasconset,
2024-07-08,BXCL1753,2,444.5,32256-0365,jacksonville,
2024-07-08,BXCL1150,1,285.0,29464-5108,Mount Pleasant,
2024-07-09,BXCM5157,1,1214.5,14534-3821,Pittsford,
2024-07-09,BXCL1150,1,285.0,48138-1901,Grosse Ile,
2024-07-09,BXCM1653,1,1165.0,02360-1451,Plymouth,
2024-07-09,BXCM4270,1,1588.5,03809-6031,ALTON,
2024-07-10,BXCM1656,1,241.0,34689-2524,Tarpon Springs,
2024-07-10,BXCM1639,1,554.5,70471-7421,Mandeville,
2024-07-10,BXCM3889,6,73.17,11050-4715,Port Washington,
2024-07-10,BXCM4525,1,312.5,08202,Avalon,
2024-07-10,BXCM4487,1,499.5,30642-7471,Greensboro,B2B
2024-07-11,BXCL1611,3,395.0,02852-6222,North Kingstown,B2B
2024-07-11,BXCM2358,1,178.25,43438,Kelleys Island,
2024-07-11,BXCM3765,1,994.5,95816-6709,Sacramento,
2024-07-11,BXCM3797,1,1060.5,02871-1079,Portsmouth,
2024-07-11,BXCM3934,1,950.5,30092-1175,Peachtree Corners,
2024-07-11,BXCM4491,1,1049.5,02554-3371,Nantucket,
2024-07-12,BXCM5136,1,975.0,49009-9535,Kalamazoo,B2B
2024-07-12,BXCM4244,1,494.0,60618-4506,Chicago,
2024-07-12,BXCM1021,1,170.0,95051-5712,Santa Clara,
2024-07-12,BXCM3765,2,796.5,02543-1043,Falmouth,
2024-07-12,BXCM1667,1,417.0,60035-5123,Highland Park,B2B
2024-07-12,BXCM3844,2,122.33,95051-5712,Santa Clara,
2024-07-13,BXCL1641,1,895.5,90049-1006,Los Angeles,
2024-07-13,BXCM3765,1,994.5,02043-1904,hingham,
2024-07-13,BXCM4486,2,433.5,93950-2009,Pacific Grove,
2024-07-13,BXCM4493,1,697.5,93950-2009,Pacific Grove,
2024-07-13,BXCM3889,6,59.5,77510-9062,Santa Fe,B2B
2024-07-14,BXCM1016,1,466.5,11542-1474,Glen Cove,
2024-07-14,BXCM5157,1,1104.5,31794-3942,Tifton,
2024-07-14,BXCM1016,1,466.5,91103-1260,Pasadena,
2024-07-14,BXCM3844,1,122.33,37064-1897,Franklin,
2024-07-15,BXCL1160,1,323.5,94553-3538,MARTINEZ,
2024-07-15,BXCM5157,1,1104.5,33478-4711,Jupiter,
2024-07-15,BXCL1740,1,972.5,29205-2298,Columbia,
2024-07-15,BXCL1783,1,763.5,18518-2147,Old forge,
2024-07-15,BXCL1781,1,851.5,18518-2147,Old forge,
2024-07-15,BXCL1786,1,642.5,18518-2147,Old forge,
2024-07-15,BXCL1785,2,356.5,18518-2147,Old forge,
2024-07-15,BXCM4734,1,285.0,18518-2147,Old forge,
2024-07-15,BXCL1149,1,246.5,34741-5780,Kissimmee,
2024-07-15,BXCM1016,1,466.5,02540,Falmouth,
2024-07-15,BXCM3885,1,199.5,97374-9711,SCIO,
2024-07-15,BXCM1657,2,444.5,02540,Falmouth,
2024-07-15,BXCM4491,1,1049.5,08202-1008,Avalon,
2024-07-15,BXCM5032,2,521.5,94920-2079,Tiburon,
2024-07-15,BXCM1657,2,444.5,23606-4220,Newport News,
2024-07-15,BXCM4789,1,367.5,48176-9297,Saline,B2B
2024-07-15,BXCL1149,1,246.5,02874-3600,SAUNDERSTOWN,
2024-07-16,BXCM4924,2,532.5,55111-4100,Saint Paul,B2B
2024-07-16,BXCM3765,1,994.5,81303-8918,Durango,
2024-07-17,BXCL1160,1,323.5,94598-4032,Walnut Creek,
2024-07-17,BXCM1636,1,395.0,23228-2813,Henrico,B2B
2024-07-17,BXCL1161,1,466.5,94598-4032,Walnut Creek,
2024-07-17,BXCM1617,1,884.5,04640,Hancock,
2024-07-17,BXCL1175,1,367.5,02653,Orleans,
2024-07-17,BXCL1686,1,742.5,06825-1326,Fairfield,
2024-07-17,BXCM5157,1,1104.5,02766-2493,Norton,
2024-07-17,BXCL1783,1,763.5,02052-2442,Medfield,
2024-07-17,BXCL1150,1,285.0,39532-8429,Biloxi,B2B
2024-07-17,BXCL1149,2,246.5,39532-8429,Biloxi,B2B
2024-07-17,BXCL1408,1,301.5,33408-3543,North Palm Beach,
2024-07-18,BXCM3765,2,796.5,33408-3543,North Palm Beach,
2024-07-18,BXCM3889,2,59.5,71901,Hot Springs,
2024-07-18,BXCM1655,1,1165.0,29451-2870,Isle of Palms,B2B
2024-07-18,BXCM1651,1,1143.0,32958-3454,Sebastian,B2B
2024-07-18,BXCM1650,2,719.5,32958-3454,Sebastian,B2B
2024-07-18,BXCM1652,1,1022.0,32958-3454,Sebastian,B2B
2024-07-18,BXCM1656,1,241.0,32958-3454,Sebastian,B2B
2024-07-18,BXCM4253,1,2083.5,55410-2117,Minneapolis,
2024-07-18,BXCL1152,1,477.5,85044-6001,Phoenix,
2024-07-18,BXCM3960,4,235.5,33062-7905,Pompano Beach,
2024-07-19,BXCM3790,1,141.3,28467,Calabash,
2024-07-19,BXCM1648,2,285.0,28027-0275,Concord,
2024-07-19,BXCM3765,1,1126.5,63366-4868,OFallon,
2024-07-19,BXCM3889,6,59.5,37772-5933,Lenoir City,
2024-07-19,BXCL1150,1,285.0,32163-4041,The Villages,
2024-07-19,BXCL1149,1,246.5,32163-4041,The Villages,
2024-07-19,BXCM4040,1,0.0,75605-5980,Longview,SP
2024-07-20,BXCM4292,1,2446.5,81620,Avon,B2B
