,Date,sku_id,category,units sold,promotions,unit_price,stock_in_hand,Customer Visits,Conversion Rate,is_holiday,is_week_before_holiday
22871,2023-05-01,914-078/CELERY,Bookcases,0,Off Promotion,401.38,54.0,510,0.0,0,0
22872,2023-05-02,914-078/CELERY,Bookcases,0,Off Promotion,401.37,54.0,480,0.0,0,0
22873,2023-05-02,914-078/CELERY,Bookcases,0,Off Promotion,401.38,54.0,480,0.0,0,0
22874,2023-05-03,914-078/CELERY,Bookcases,0,Off Promotion,401.37,54.0,675,0.0,0,0
22875,2023-05-03,914-078/CELERY,Bookcases,0,Off Promotion,401.38,54.0,675,0.0,0,0
22876,2023-05-04,914-078/CELERY,Bookcases,4,Off Promotion,401.37,54.0,1448,0.0028,0,0
22877,2023-05-04,914-078/CELERY,Bookcases,4,Off Promotion,401.38,50.0,1448,0.0028,0,0
22878,2023-05-05,914-078/CELERY,Bookcases,0,Off Promotion,401.37,46.0,664,0.0,0,0
22879,2023-05-05,914-078/CELERY,Bookcases,0,Off Promotion,401.38,46.0,664,0.0,0,0
22880,2023-05-06,914-078/CELERY,Bookcases,3,Off Promotion,401.37,46.0,1178,0.0025,0,0
22881,2023-05-06,914-078/CELERY,Bookcases,3,Off Promotion,401.38,43.0,1178,0.0025,0,0
22882,2023-05-07,914-078/CELERY,Bookcases,2,Off Promotion,401.37,40.0,424,0.0047,0,0
22883,2023-05-07,914-078/CELERY,Bookcases,2,Off Promotion,401.38,38.0,424,0.0047,0,0
22884,2023-05-08,914-078/CELERY,Bookcases,0,Off Promotion,401.37,36.0,613,0.0,0,0
22885,2023-05-08,914-078/CELERY,Bookcases,0,Off Promotion,401.38,36.0,613,0.0,0,0
22886,2023-05-09,914-078/CELERY,Bookcases,2,Off Promotion,401.37,36.0,414,0.0048,0,0
22887,2023-05-09,914-078/CELERY,Bookcases,2,Off Promotion,401.38,34.0,414,0.0048,0,0
22888,2023-05-10,914-078/CELERY,Bookcases,0,Off Promotion,401.37,32.0,778,0.0,0,0
22889,2023-05-10,914-078/CELERY,Bookcases,0,Off Promotion,401.38,32.0,778,0.0,0,0
22890,2023-05-11,914-078/CELERY,Bookcases,3,Off Promotion,401.37,32.0,905,0.0033,0,0
22891,2023-05-11,914-078/CELERY,Bookcases,3,Off Promotion,401.38,29.0,905,0.0033,0,0
22892,2023-05-12,914-078/CELERY,Bookcases,0,Off Promotion,401.37,26.0,916,0.0,0,0
22893,2023-05-12,914-078/CELERY,Bookcases,0,Off Promotion,401.38,26.0,916,0.0,0,0
22894,2023-05-13,914-078/CELERY,Bookcases,1,Off Promotion,401.37,26.0,263,0.0038,0,0
22895,2023-05-13,914-078/CELERY,Bookcases,1,Off Promotion,401.38,25.0,263,0.0038,0,0
22896,2023-05-14,914-078/CELERY,Bookcases,0,Off Promotion,401.37,24.0,664,0.0,0,0
22897,2023-05-14,914-078/CELERY,Bookcases,0,Off Promotion,401.38,24.0,664,0.0,0,0
22898,2023-05-15,914-078/CELERY,Bookcases,1,Off Promotion,401.37,24.0,199,0.005,0,0
22899,2023-05-15,914-078/CELERY,Bookcases,1,Off Promotion,401.38,23.0,199,0.005,0,0
22900,2023-05-16,914-078/CELERY,Bookcases,0,Off Promotion,401.37,22.0,730,0.0,0,0
22901,2023-05-16,914-078/CELERY,Bookcases,0,Off Promotion,401.38,22.0,730,0.0,0,0
22902,2023-05-17,914-078/CELERY,Bookcases,1,Off Promotion,401.37,22.0,416,0.0024,0,0
22903,2023-05-17,914-078/CELERY,Bookcases,1,Off Promotion,401.38,21.0,416,0.0024,0,0
22904,2023-05-18,914-078/CELERY,Bookcases,1,Off Promotion,401.37,20.0,490,0.002,0,0
22905,2023-05-18,914-078/CELERY,Bookcases,1,Off Promotion,401.38,19.0,490,0.002,0,0
22906,2023-05-19,914-078/CELERY,Bookcases,0,Off Promotion,401.37,18.0,566,0.0,0,0
22907,2023-05-19,914-078/CELERY,Bookcases,0,Off Promotion,401.38,18.0,566,0.0,0,0
22908,2023-05-20,914-078/CELERY,Bookcases,0,Off Promotion,401.37,18.0,674,0.0,0,0
22909,2023-05-20,914-078/CELERY,Bookcases,0,Off Promotion,401.38,18.0,674,0.0,0,0
22910,2023-05-21,914-078/CELERY,Bookcases,0,Off Promotion,401.37,18.0,643,0.0,0,0
22911,2023-05-21,914-078/CELERY,Bookcases,0,Off Promotion,401.38,18.0,643,0.0,0,0
22912,2023-05-22,914-078/CELERY,Bookcases,1,Off Promotion,401.37,18.0,302,0.0033,0,1
22913,2023-05-22,914-078/CELERY,Bookcases,1,Off Promotion,401.38,17.0,302,0.0033,0,1
22914,2023-05-23,914-078/CELERY,Bookcases,0,Off Promotion,401.37,16.0,501,0.0,0,1
22915,2023-05-23,914-078/CELERY,Bookcases,0,Off Promotion,401.38,16.0,501,0.0,0,1
22916,2023-05-24,914-078/CELERY,Bookcases,3,Off Promotion,401.37,16.0,707,0.0042,0,1
22917,2023-05-24,914-078/CELERY,Bookcases,3,Off Promotion,401.38,13.0,707,0.0042,0,1
22918,2023-05-25,914-078/CELERY,Bookcases,1,Off Promotion,401.37,10.0,264,0.0038,0,1
22919,2023-05-25,914-078/CELERY,Bookcases,1,Off Promotion,401.38,9.0,264,0.0038,0,1
22920,2023-05-26,914-078/CELERY,Bookcases,1,Off Promotion,401.37,8.0,316,0.0032,0,1
22921,2023-05-26,914-078/CELERY,Bookcases,1,Off Promotion,401.38,7.0,316,0.0032,0,1
22922,2023-05-27,914-078/CELERY,Bookcases,1,Off Promotion,401.37,6.0,253,0.004,0,1
22923,2023-05-27,914-078/CELERY,Bookcases,1,Off Promotion,401.38,5.0,253,0.004,0,1
22924,2023-05-28,914-078/CELERY,Bookcases,1,Off Promotion,401.37,4.0,149,0.0067,0,1
22925,2023-05-28,914-078/CELERY,Bookcases,1,Off Promotion,401.38,3.0,149,0.0067,0,1
22926,2023-05-29,914-078/CELERY,Bookcases,2,Off Promotion,401.37,44.0,510,0.0039,1,0
22927,2023-05-29,914-078/CELERY,Bookcases,2,Off Promotion,401.38,42.0,510,0.0039,1,0
22928,2023-05-30,914-078/CELERY,Bookcases,0,Off Promotion,401.37,40.0,609,0.0,0,0
22929,2023-05-30,914-078/CELERY,Bookcases,0,Off Promotion,401.38,40.0,609,0.0,0,0
22930,2023-05-31,914-078/CELERY,Bookcases,1,Off Promotion,401.37,40.0,258,0.0039,0,0
22931,2023-05-31,914-078/CELERY,Bookcases,1,Off Promotion,401.38,39.0,258,0.0039,0,0
22932,2023-06-01,914-078/CELERY,Bookcases,1,Off Promotion,401.37,38.0,261,0.0038,0,0
22933,2023-06-01,914-078/CELERY,Bookcases,1,Off Promotion,401.38,37.0,261,0.0038,0,0
22934,2023-06-02,914-078/CELERY,Bookcases,0,Off Promotion,401.37,36.0,571,0.0,0,0
22935,2023-06-02,914-078/CELERY,Bookcases,0,Off Promotion,401.38,36.0,571,0.0,0,0
22936,2023-06-03,914-078/CELERY,Bookcases,1,Off Promotion,401.37,36.0,280,0.0036,0,0
22937,2023-06-03,914-078/CELERY,Bookcases,1,Off Promotion,401.38,35.0,280,0.0036,0,0
22938,2023-06-04,914-078/CELERY,Bookcases,0,Off Promotion,401.37,34.0,469,0.0,0,0
22939,2023-06-04,914-078/CELERY,Bookcases,0,Off Promotion,401.38,34.0,469,0.0,0,0
22940,2023-06-05,914-078/CELERY,Bookcases,3,Off Promotion,401.37,34.0,822,0.0036,0,0
22941,2023-06-05,914-078/CELERY,Bookcases,3,Off Promotion,401.38,31.0,822,0.0036,0,0
22942,2023-06-06,914-078/CELERY,Bookcases,1,Off Promotion,401.37,28.0,464,0.0022,0,0
22943,2023-06-06,914-078/CELERY,Bookcases,1,Off Promotion,401.38,27.0,464,0.0022,0,0
22944,2023-06-07,914-078/CELERY,Bookcases,2,Off Promotion,401.37,26.0,622,0.0032,0,0
22945,2023-06-07,914-078/CELERY,Bookcases,2,Off Promotion,401.38,24.0,622,0.0032,0,0
22946,2023-06-08,914-078/CELERY,Bookcases,1,Off Promotion,401.37,22.0,262,0.0038,0,0
22947,2023-06-08,914-078/CELERY,Bookcases,1,Off Promotion,401.38,21.0,262,0.0038,0,0
22948,2023-06-09,914-078/CELERY,Bookcases,0,Off Promotion,401.37,20.0,916,0.0,0,0
22949,2023-06-09,914-078/CELERY,Bookcases,0,Off Promotion,401.38,20.0,916,0.0,0,0
22950,2023-06-10,914-078/CELERY,Bookcases,1,Off Promotion,401.37,20.0,264,0.0038,0,0
22951,2023-06-10,914-078/CELERY,Bookcases,1,Off Promotion,401.38,19.0,264,0.0038,0,0
22952,2023-06-11,914-078/CELERY,Bookcases,0,Off Promotion,401.37,18.0,640,0.0,0,0
22953,2023-06-11,914-078/CELERY,Bookcases,0,Off Promotion,401.38,18.0,640,0.0,0,0
22954,2023-06-12,914-078/CELERY,Bookcases,0,Off Promotion,401.37,18.0,501,0.0,0,1
22955,2023-06-12,914-078/CELERY,Bookcases,0,Off Promotion,401.38,18.0,501,0.0,0,1
22956,2023-06-13,914-078/CELERY,Bookcases,1,Off Promotion,401.37,18.0,253,0.004,0,1
22957,2023-06-13,914-078/CELERY,Bookcases,1,Off Promotion,401.38,17.0,253,0.004,0,1
22958,2023-06-14,914-078/CELERY,Bookcases,0,Off Promotion,401.37,16.0,804,0.0,0,1
22959,2023-06-14,914-078/CELERY,Bookcases,0,Off Promotion,401.38,16.0,804,0.0,0,1
22960,2023-06-15,914-078/CELERY,Bookcases,2,Off Promotion,401.37,16.0,594,0.0034,0,1
22961,2023-06-15,914-078/CELERY,Bookcases,2,Off Promotion,401.38,14.0,594,0.0034,0,1
22962,2023-06-16,914-078/CELERY,Bookcases,0,Off Promotion,401.37,12.0,728,0.0,0,1
22963,2023-06-16,914-078/CELERY,Bookcases,0,Off Promotion,401.38,12.0,728,0.0,0,1
22964,2023-06-17,914-078/CELERY,Bookcases,1,Off Promotion,401.37,12.0,300,0.0033,0,1
22965,2023-06-17,914-078/CELERY,Bookcases,1,Off Promotion,401.38,11.0,300,0.0033,0,1
22966,2023-06-18,914-078/CELERY,Bookcases,0,Off Promotion,401.37,10.0,469,0.0,0,1
22967,2023-06-18,914-078/CELERY,Bookcases,0,Off Promotion,401.38,10.0,469,0.0,0,1
22968,2023-06-19,914-078/CELERY,Bookcases,0,Off Promotion,401.37,10.0,764,0.0,1,0
22969,2023-06-19,914-078/CELERY,Bookcases,0,Off Promotion,401.38,10.0,764,0.0,1,0
22970,2023-06-20,914-078/CELERY,Bookcases,1,Off Promotion,401.37,10.0,291,0.0034,0,0
22971,2023-06-20,914-078/CELERY,Bookcases,1,Off Promotion,401.38,9.0,291,0.0034,0,0
22972,2023-06-21,914-078/CELERY,Bookcases,1,Off Promotion,401.37,8.0,259,0.0039,0,0
22973,2023-06-21,914-078/CELERY,Bookcases,1,Off Promotion,401.38,7.0,259,0.0039,0,0
22974,2023-06-22,914-078/CELERY,Bookcases,0,Off Promotion,401.37,6.0,629,0.0,0,0
22975,2023-06-22,914-078/CELERY,Bookcases,0,Off Promotion,401.38,6.0,629,0.0,0,0
22976,2023-06-23,914-078/CELERY,Bookcases,1,Off Promotion,401.37,6.0,291,0.0034,0,0
22977,2023-06-23,914-078/CELERY,Bookcases,1,Off Promotion,401.38,5.0,291,0.0034,0,0
22978,2023-06-24,914-078/CELERY,Bookcases,2,Off Promotion,401.37,4.0,599,0.0033,0,0
22979,2023-06-24,914-078/CELERY,Bookcases,2,Off Promotion,401.38,60.0,599,0.0033,0,0
22980,2023-06-25,914-078/CELERY,Bookcases,1,Off Promotion,401.37,58.0,378,0.0026,0,0
22981,2023-06-25,914-078/CELERY,Bookcases,1,Off Promotion,401.38,57.0,378,0.0026,0,0
22982,2023-06-26,914-078/CELERY,Bookcases,1,Off Promotion,401.37,56.0,434,0.0023,0,0
22983,2023-06-26,914-078/CELERY,Bookcases,1,Off Promotion,401.38,55.0,434,0.0023,0,0
22984,2023-06-27,914-078/CELERY,Bookcases,1,Off Promotion,401.37,54.0,216,0.0046,0,1
22985,2023-06-27,914-078/CELERY,Bookcases,1,Off Promotion,401.38,53.0,216,0.0046,0,1
22986,2023-06-28,914-078/CELERY,Bookcases,1,Off Promotion,401.37,52.0,245,0.0041,0,1
22987,2023-06-28,914-078/CELERY,Bookcases,1,Off Promotion,401.38,51.0,245,0.0041,0,1
22988,2023-06-29,914-078/CELERY,Bookcases,2,Off Promotion,401.37,50.0,457,0.0044,0,1
22989,2023-06-29,914-078/CELERY,Bookcases,2,Off Promotion,401.38,48.0,457,0.0044,0,1
22990,2023-06-30,914-078/CELERY,Bookcases,2,Off Promotion,401.37,46.0,642,0.0031,0,1
22991,2023-06-30,914-078/CELERY,Bookcases,2,Off Promotion,401.38,44.0,642,0.0031,0,1
22992,2023-07-01,914-078/CELERY,Bookcases,1,Off Promotion,401.37,42.0,278,0.0036,0,1
22993,2023-07-01,914-078/CELERY,Bookcases,1,Off Promotion,401.38,41.0,278,0.0036,0,1
22994,2023-07-02,914-078/CELERY,Bookcases,1,Off Promotion,401.37,40.0,211,0.0047,0,1
22995,2023-07-02,914-078/CELERY,Bookcases,1,Off Promotion,401.38,39.0,211,0.0047,0,1
22996,2023-07-03,914-078/CELERY,Bookcases,1,Off Promotion,401.37,38.0,403,0.0025,0,1
22997,2023-07-03,914-078/CELERY,Bookcases,1,Off Promotion,401.38,37.0,403,0.0025,0,1
22998,2023-07-04,914-078/CELERY,Bookcases,1,Off Promotion,401.37,36.0,441,0.0023,1,0
22999,2023-07-04,914-078/CELERY,Bookcases,1,Off Promotion,401.38,35.0,441,0.0023,1,0
23000,2023-07-05,914-078/CELERY,Bookcases,0,Off Promotion,401.37,34.0,688,0.0,0,0
23001,2023-07-05,914-078/CELERY,Bookcases,0,Off Promotion,401.38,34.0,688,0.0,0,0
23002,2023-07-06,914-078/CELERY,Bookcases,0,Off Promotion,401.37,34.0,568,0.0,0,0
23003,2023-07-06,914-078/CELERY,Bookcases,0,Off Promotion,401.38,34.0,568,0.0,0,0
23004,2023-07-07,914-078/CELERY,Bookcases,1,Off Promotion,401.37,34.0,280,0.0036,0,0
23005,2023-07-07,914-078/CELERY,Bookcases,1,Off Promotion,401.38,33.0,280,0.0036,0,0
23006,2023-07-08,914-078/CELERY,Bookcases,0,Off Promotion,401.37,32.0,664,0.0,0,0
23007,2023-07-08,914-078/CELERY,Bookcases,0,Off Promotion,401.38,32.0,664,0.0,0,0
23008,2023-07-09,914-078/CELERY,Bookcases,2,Off Promotion,401.37,32.0,629,0.0032,0,0
23009,2023-07-09,914-078/CELERY,Bookcases,2,Off Promotion,401.38,30.0,629,0.0032,0,0
23010,2023-07-10,914-078/CELERY,Bookcases,0,Off Promotion,401.37,28.0,728,0.0,0,0
23011,2023-07-10,914-078/CELERY,Bookcases,0,Off Promotion,401.38,28.0,728,0.0,0,0
23012,2023-07-11,914-078/CELERY,Bookcases,1,Off Promotion,401.37,28.0,200,0.005,0,0
23013,2023-07-11,914-078/CELERY,Bookcases,1,Off Promotion,401.38,27.0,200,0.005,0,0
23014,2023-07-12,914-078/CELERY,Bookcases,0,Off Promotion,401.37,26.0,623,0.0,0,0
23015,2023-07-12,914-078/CELERY,Bookcases,0,Off Promotion,401.38,26.0,623,0.0,0,0
23016,2023-07-13,914-078/CELERY,Bookcases,2,Off Promotion,401.37,26.0,379,0.0053,0,0
23017,2023-07-13,914-078/CELERY,Bookcases,2,Off Promotion,401.38,24.0,379,0.0053,0,0
23018,2023-07-14,914-078/CELERY,Bookcases,1,Off Promotion,401.37,22.0,364,0.0027,0,0
23019,2023-07-14,914-078/CELERY,Bookcases,1,Off Promotion,401.38,21.0,364,0.0027,0,0
23020,2023-07-15,914-078/CELERY,Bookcases,1,Off Promotion,401.37,20.0,231,0.0043,0,0
23021,2023-07-15,914-078/CELERY,Bookcases,1,Off Promotion,401.38,19.0,231,0.0043,0,0
23022,2023-07-16,914-078/CELERY,Bookcases,3,Off Promotion,401.37,18.0,784,0.0038,0,0
23023,2023-07-16,914-078/CELERY,Bookcases,3,Off Promotion,401.38,15.0,784,0.0038,0,0
23024,2023-07-17,914-078/CELERY,Bookcases,0,Off Promotion,401.37,12.0,730,0.0,0,0
23025,2023-07-17,914-078/CELERY,Bookcases,0,Off Promotion,401.38,12.0,730,0.0,0,0
23026,2023-07-18,914-078/CELERY,Bookcases,1,Off Promotion,401.37,12.0,259,0.0039,0,0
23027,2023-07-18,914-078/CELERY,Bookcases,1,Off Promotion,401.38,11.0,259,0.0039,0,0
23028,2023-07-19,914-078/CELERY,Bookcases,1,Off Promotion,401.37,10.0,422,0.0024,0,0
23029,2023-07-19,914-078/CELERY,Bookcases,1,Off Promotion,401.38,9.0,422,0.0024,0,0
23030,2023-07-20,914-078/CELERY,Bookcases,1,Off Promotion,401.37,8.0,306,0.0033,0,0
23031,2023-07-20,914-078/CELERY,Bookcases,1,Off Promotion,401.38,7.0,306,0.0033,0,0
23032,2023-07-21,914-078/CELERY,Bookcases,1,Off Promotion,401.37,6.0,233,0.0043,0,0
23033,2023-07-21,914-078/CELERY,Bookcases,1,Off Promotion,401.38,5.0,233,0.0043,0,0
23034,2023-07-22,914-078/CELERY,Bookcases,0,Off Promotion,401.37,4.0,643,0.0,0,0
23035,2023-07-22,914-078/CELERY,Bookcases,0,Off Promotion,401.38,4.0,643,0.0,0,0
23036,2023-07-23,914-078/CELERY,Bookcases,0,Off Promotion,401.37,4.0,550,0.0,0,0
23037,2023-07-23,914-078/CELERY,Bookcases,0,Off Promotion,401.38,4.0,550,0.0,0,0
23038,2023-07-24,914-078/CELERY,Bookcases,0,Off Promotion,401.37,4.0,555,0.0,0,0
23039,2023-07-24,914-078/CELERY,Bookcases,0,Off Promotion,401.38,4.0,555,0.0,0,0
23040,2023-07-25,914-078/CELERY,Bookcases,1,Off Promotion,401.37,4.0,232,0.0043,0,0
23041,2023-07-25,914-078/CELERY,Bookcases,1,Off Promotion,401.38,3.0,232,0.0043,0,0
23042,2023-07-26,914-078/CELERY,Bookcases,0,Off Promotion,401.37,56.0,1032,0.0,0,0
23043,2023-07-26,914-078/CELERY,Bookcases,0,Off Promotion,401.38,56.0,1032,0.0,0,0
23044,2023-07-27,914-078/CELERY,Bookcases,0,Off Promotion,401.37,56.0,675,0.0,0,0
23045,2023-07-27,914-078/CELERY,Bookcases,0,Off Promotion,401.38,56.0,675,0.0,0,0
23046,2023-07-28,914-078/CELERY,Bookcases,1,Off Promotion,401.37,56.0,233,0.0043,0,0
23047,2023-07-28,914-078/CELERY,Bookcases,1,Off Promotion,401.38,55.0,233,0.0043,0,0
23048,2023-07-29,914-078/CELERY,Bookcases,0,Off Promotion,401.37,54.0,609,0.0,0,0
23049,2023-07-29,914-078/CELERY,Bookcases,0,Off Promotion,401.38,54.0,609,0.0,0,0
23050,2023-07-30,914-078/CELERY,Bookcases,1,Off Promotion,401.37,54.0,292,0.0034,0,0
23051,2023-07-30,914-078/CELERY,Bookcases,1,Off Promotion,401.38,53.0,292,0.0034,0,0
23052,2023-07-31,914-078/CELERY,Bookcases,0,Off Promotion,401.37,52.0,764,0.0,0,0
23053,2023-07-31,914-078/CELERY,Bookcases,0,Off Promotion,401.38,52.0,764,0.0,0,0
23054,2023-08-01,914-078/CELERY,Bookcases,1,Off Promotion,401.37,52.0,172,0.0058,0,0
23055,2023-08-01,914-078/CELERY,Bookcases,1,Off Promotion,401.38,51.0,172,0.0058,0,0
23056,2023-08-02,914-078/CELERY,Bookcases,0,Off Promotion,401.37,50.0,1008,0.0,0,0
23057,2023-08-02,914-078/CELERY,Bookcases,0,Off Promotion,401.38,50.0,1008,0.0,0,0
23058,2023-08-03,914-078/CELERY,Bookcases,2,Off Promotion,401.37,50.0,843,0.0024,0,0
23059,2023-08-03,914-078/CELERY,Bookcases,2,Off Promotion,401.38,48.0,843,0.0024,0,0
23060,2023-08-04,914-078/CELERY,Bookcases,0,Off Promotion,401.37,46.0,696,0.0,0,0
23061,2023-08-04,914-078/CELERY,Bookcases,0,Off Promotion,401.38,46.0,696,0.0,0,0
23062,2023-08-05,914-078/CELERY,Bookcases,1,Off Promotion,401.37,46.0,374,0.0027,0,0
23063,2023-08-05,914-078/CELERY,Bookcases,1,Off Promotion,401.38,45.0,374,0.0027,0,0
23064,2023-08-06,914-078/CELERY,Bookcases,1,Off Promotion,401.37,44.0,318,0.0031,0,0
23065,2023-08-06,914-078/CELERY,Bookcases,1,Off Promotion,401.38,43.0,318,0.0031,0,0
23066,2023-08-07,914-078/CELERY,Bookcases,1,Off Promotion,401.37,42.0,291,0.0034,0,0
23067,2023-08-07,914-078/CELERY,Bookcases,1,Off Promotion,401.38,41.0,291,0.0034,0,0
23068,2023-08-08,914-078/CELERY,Bookcases,0,Off Promotion,401.37,40.0,566,0.0,0,0
23069,2023-08-08,914-078/CELERY,Bookcases,0,Off Promotion,401.38,40.0,566,0.0,0,0
23070,2023-08-09,914-078/CELERY,Bookcases,1,Off Promotion,401.37,40.0,249,0.004,0,0
23071,2023-08-09,914-078/CELERY,Bookcases,1,Off Promotion,401.38,39.0,249,0.004,0,0
23072,2023-08-10,914-078/CELERY,Bookcases,3,Off Promotion,401.37,38.0,1283,0.0023,0,0
23073,2023-08-10,914-078/CELERY,Bookcases,3,Off Promotion,401.38,35.0,1283,0.0023,0,0
23074,2023-08-11,914-078/CELERY,Bookcases,1,Off Promotion,401.37,32.0,186,0.0054,0,0
23075,2023-08-11,914-078/CELERY,Bookcases,1,Off Promotion,401.38,31.0,186,0.0054,0,0
23076,2023-08-12,914-078/CELERY,Bookcases,1,Off Promotion,401.37,30.0,184,0.0054,0,0
23077,2023-08-12,914-078/CELERY,Bookcases,1,Off Promotion,401.38,29.0,184,0.0054,0,0
23078,2023-08-13,914-078/CELERY,Bookcases,0,Off Promotion,401.37,28.0,510,0.0,0,0
23079,2023-08-13,914-078/CELERY,Bookcases,0,Off Promotion,401.38,28.0,510,0.0,0,0
23080,2023-08-14,914-078/CELERY,Bookcases,0,Off Promotion,401.37,28.0,501,0.0,0,0
23081,2023-08-14,914-078/CELERY,Bookcases,0,Off Promotion,401.38,28.0,501,0.0,0,0
23082,2023-08-15,914-078/CELERY,Bookcases,0,Off Promotion,401.37,28.0,480,0.0,0,0
23083,2023-08-15,914-078/CELERY,Bookcases,0,Off Promotion,401.38,28.0,480,0.0,0,0
23084,2023-08-16,914-078/CELERY,Bookcases,1,Off Promotion,401.37,28.0,221,0.0045,0,0
23085,2023-08-16,914-078/CELERY,Bookcases,1,Off Promotion,401.38,27.0,221,0.0045,0,0
23086,2023-08-17,914-078/CELERY,Bookcases,2,Off Promotion,401.37,26.0,931,0.0021,0,0
23087,2023-08-17,914-078/CELERY,Bookcases,2,Off Promotion,401.38,24.0,931,0.0021,0,0
23088,2023-08-18,914-078/CELERY,Bookcases,0,Off Promotion,401.37,22.0,613,0.0,0,0
23089,2023-08-18,914-078/CELERY,Bookcases,0,Off Promotion,401.38,22.0,613,0.0,0,0
23090,2023-08-19,914-078/CELERY,Bookcases,0,Off Promotion,401.37,22.0,640,0.0,0,0
23091,2023-08-19,914-078/CELERY,Bookcases,0,Off Promotion,401.38,22.0,640,0.0,0,0
23092,2023-08-20,914-078/CELERY,Bookcases,1,Off Promotion,401.37,22.0,212,0.0047,0,0
23093,2023-08-20,914-078/CELERY,Bookcases,1,Off Promotion,401.38,21.0,212,0.0047,0,0
23094,2023-08-21,914-078/CELERY,Bookcases,1,Off Promotion,401.37,20.0,189,0.0053,0,0
23095,2023-08-21,914-078/CELERY,Bookcases,1,Off Promotion,401.38,19.0,189,0.0053,0,0
23096,2023-08-22,914-078/CELERY,Bookcases,1,Off Promotion,401.37,18.0,257,0.0039,0,0
23097,2023-08-22,914-078/CELERY,Bookcases,1,Off Promotion,401.38,17.0,257,0.0039,0,0
23098,2023-08-23,914-078/CELERY,Bookcases,0,Off Promotion,401.37,16.0,766,0.0,0,0
23099,2023-08-23,914-078/CELERY,Bookcases,0,Off Promotion,401.38,16.0,766,0.0,0,0
23100,2023-08-24,914-078/CELERY,Bookcases,1,Off Promotion,401.37,16.0,404,0.0025,0,0
23101,2023-08-24,914-078/CELERY,Bookcases,1,Off Promotion,401.38,15.0,404,0.0025,0,0
23102,2023-08-25,914-078/CELERY,Bookcases,0,Off Promotion,401.37,14.0,608,0.0,0,0
23103,2023-08-25,914-078/CELERY,Bookcases,0,Off Promotion,401.38,14.0,608,0.0,0,0
23104,2023-08-26,914-078/CELERY,Bookcases,1,Off Promotion,401.37,14.0,276,0.0036,0,0
23105,2023-08-26,914-078/CELERY,Bookcases,1,Off Promotion,401.38,13.0,276,0.0036,0,0
23106,2023-08-27,914-078/CELERY,Bookcases,4,Off Promotion,401.37,12.0,775,0.0052,0,0
23107,2023-08-27,914-078/CELERY,Bookcases,4,Off Promotion,401.38,8.0,775,0.0052,0,0
23108,2023-08-28,914-078/CELERY,Bookcases,0,Off Promotion,401.37,4.0,669,0.0,0,1
23109,2023-08-28,914-078/CELERY,Bookcases,0,Off Promotion,401.38,4.0,669,0.0,0,1
23110,2023-08-29,914-078/CELERY,Bookcases,1,Off Promotion,401.37,4.0,287,0.0035,0,1
23111,2023-08-29,914-078/CELERY,Bookcases,1,Off Promotion,401.38,3.0,287,0.0035,0,1
23112,2023-08-30,914-078/CELERY,Bookcases,2,Off Promotion,401.37,46.0,492,0.0041,0,1
23113,2023-08-30,914-078/CELERY,Bookcases,2,Off Promotion,401.38,44.0,492,0.0041,0,1
23114,2023-08-31,914-078/CELERY,Bookcases,1,Off Promotion,401.37,42.0,212,0.0047,0,1
23115,2023-08-31,914-078/CELERY,Bookcases,1,Off Promotion,401.38,41.0,212,0.0047,0,1
23116,2023-09-01,914-078/CELERY,Bookcases,1,Off Promotion,401.37,40.0,246,0.0041,0,1
23117,2023-09-01,914-078/CELERY,Bookcases,1,Off Promotion,401.38,39.0,246,0.0041,0,1
23118,2023-09-02,914-078/CELERY,Bookcases,1,Off Promotion,401.37,38.0,280,0.0036,0,1
23119,2023-09-02,914-078/CELERY,Bookcases,1,Off Promotion,401.38,37.0,280,0.0036,0,1
23120,2023-09-03,914-078/CELERY,Bookcases,1,Off Promotion,401.37,36.0,166,0.006,0,1
23121,2023-09-03,914-078/CELERY,Bookcases,1,Off Promotion,401.38,35.0,166,0.006,0,1
23122,2023-09-04,914-078/CELERY,Bookcases,2,Off Promotion,401.37,34.0,463,0.0043,1,0
23123,2023-09-04,914-078/CELERY,Bookcases,2,Off Promotion,401.38,32.0,463,0.0043,1,0
23124,2023-09-05,914-078/CELERY,Bookcases,3,Off Promotion,401.37,30.0,1275,0.0024,0,0
23125,2023-09-05,914-078/CELERY,Bookcases,3,Off Promotion,401.38,27.0,1275,0.0024,0,0
23126,2023-09-06,914-078/CELERY,Bookcases,1,Off Promotion,401.37,24.0,354,0.0028,0,0
23127,2023-09-06,914-078/CELERY,Bookcases,1,Off Promotion,401.38,23.0,354,0.0028,0,0
23128,2023-09-07,914-078/CELERY,Bookcases,3,Off Promotion,401.37,22.0,678,0.0044,0,0
23129,2023-09-07,914-078/CELERY,Bookcases,3,Off Promotion,401.38,19.0,678,0.0044,0,0
23130,2023-09-08,914-078/CELERY,Bookcases,2,Off Promotion,401.37,16.0,475,0.0042,0,0
23131,2023-09-08,914-078/CELERY,Bookcases,2,Off Promotion,401.38,14.0,475,0.0042,0,0
23132,2023-09-09,914-078/CELERY,Bookcases,1,Off Promotion,401.37,12.0,664,0.0015,0,0
23133,2023-09-09,914-078/CELERY,Bookcases,1,Off Promotion,401.38,11.0,664,0.0015,0,0
23134,2023-09-10,914-078/CELERY,Bookcases,1,Off Promotion,401.37,10.0,351,0.0028,0,0
